.entry _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_0,
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_1,
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_2,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_3,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_4,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_5,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_6,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_7
)
{
.reg .pred %p<101>;
.reg .b16 %rs<85>;
.reg .f32 %f<1105>;
.reg .b32 %r<5230>;
.reg .b64 %rd<421>;

	.shared .align 4 .b8 _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_qs[16384];

	.shared .align 4 .b8 _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_ds[2048];

ld.param.u64 %rd38, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_0];
ld.param.u64 %rd39, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_1];
ld.param.u32 %r88, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_3];
ld.param.u32 %r85, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_5];
ld.param.u32 %r86, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_6];
	dp4a.s32.s32 %r1744, %r2897, %r1746, %r1740;

	
	dp4a.s32.s32 %r1748, %r2901, %r1750, %r1744;

	
	dp4a.s32.s32 %r1752, %r2905, %r1754, %r1748;

	
	dp4a.s32.s32 %r1756, %r2909, %r1758, %r1752;

	
	dp4a.s32.s32 %r1760, %r2913, %r1762, %r1756;

	
	dp4a.s32.s32 %r1764, %r2917, %r1766, %r1760;

	
	dp4a.s32.s32 %r1768, %r2921, %r1770, %r1764;

	mul.ftz.f32 %f591, %f525, %f588;
cvt.rn.f32.s32 %f592, %r1768;
fma.rn.ftz.f32 %f931, %f591, %f592, %f931;
ld.shared.u32 %r1806, [%r2940+7168];
ld.shared.u32 %r1810, [%r2940+7184];
ld.shared.u32 %r1814, [%r2940+7172];
ld.shared.u32 %r1818, [%r2940+7188];
ld.shared.u32 %r1822, [%r2940+7176];
ld.shared.u32 %r1826, [%r2940+7192];
ld.shared.u32 %r1830, [%r2940+7180];
ld.shared.u32 %r1834, [%r2940+7196];

	dp4a.s32.s32 %r1772, %r877, %r1806, %r2895;

	
	dp4a.s32.s32 %r1776, %r2865, %r1810, %r1772;

	
	dp4a.s32.s32 %r1780, %r2869, %r1814, %r1776;

	
	dp4a.s32.s32 %r1784, %r2873, %r1818, %r1780;

	
	dp4a.s32.s32 %r1788, %r2877, %r1822, %r1784;

	
	dp4a.s32.s32 %r1792, %r2881, %r1826, %r1788;

	
	dp4a.s32.s32 %r1796, %r2885, %r1830, %r1792;

	
	dp4a.s32.s32 %r1800, %r2889, %r1834, %r1796;

	ld.shared.f32 %f593, [%r2932+896];
mul.ftz.f32 %f594, %f522, %f593;
cvt.rn.f32.s32 %f595, %r1800;
fma.rn.ftz.f32 %f962, %f594, %f595, %f962;

	dp4a.s32.s32 %r1804, %r2893, %r1806, %r2895;

	
	dp4a.s32.s32 %r1808, %r2897, %r1810, %r1804;

	
	dp4a.s32.s32 %r1812, %r2901, %r1814, %r1808;

	
	dp4a.s32.s32 %r1816, %r2905, %r1818, %r1812;

	
	dp4a.s32.s32 %r1820, %r2909, %r1822, %r1816;

	
	dp4a.s32.s32 %r1824, %r2913, %r1826, %r1820;

	
	dp4a.s32.s32 %r1828, %r2917, %r1830, %r1824;

	
	dp4a.s32.s32 %r1832, %r2921, %r1834, %r1828;

	mul.ftz.f32 %f596, %f525, %f593;
cvt.rn.f32.s32 %f597, %r1832;
fma.rn.ftz.f32 %f930, %f596, %f597, %f930;
ld.shared.u32 %r1870, [%r2940+7680];
ld.shared.u32 %r1874, [%r2940+7696];
ld.shared.u32 %r1878, [%r2940+7684];
ld.shared.u32 %r1882, [%r2940+7700];
ld.shared.u32 %r1886, [%r2940+7688];
ld.shared.u32 %r1890, [%r2940+7704];
ld.shared.u32 %r1894, [%r2940+7692];
ld.shared.u32 %r1898, [%r2940+7708];

	dp4a.s32.s32 %r1836, %r877, %r1870, %r2895;

	
	dp4a.s32.s32 %r1840, %r2865, %r1874, %r1836;

	
	dp4a.s32.s32 %r1844, %r2869, %r1878, %r1840;

	
	dp4a.s32.s32 %r1848, %r2873, %r1882, %r1844;

	
	dp4a.s32.s32 %r1852, %r2877, %r1886, %r1848;

	
	dp4a.s32.s32 %r1856, %r2881, %r1890, %r1852;

	
	dp4a.s32.s32 %r1860, %r2885, %r1894, %r1856;

	
	dp4a.s32.s32 %r1864, %r2889, %r1898, %r1860;

	ld.shared.f32 %f598, [%r2932+960];
mul.ftz.f32 %f599, %f522, %f598;
cvt.rn.f32.s32 %f600, %r1864;
fma.rn.ftz.f32 %f961, %f599, %f600, %f961;

	dp4a.s32.s32 %r1868, %r2893, %r1870, %r2895;

	
	dp4a.s32.s32 %r1872, %r2897, %r1874, %r1868;

	
	dp4a.s32.s32 %r1876, %r2901, %r1878, %r1872;

	
	dp4a.s32.s32 %r1880, %r2905, %r1882, %r1876;

	
	dp4a.s32.s32 %r1884, %r2909, %r1886, %r1880;

	
	dp4a.s32.s32 %r1888, %r2913, %r1890, %r1884;

	
	dp4a.s32.s32 %r1892, %r2917, %r1894, %r1888;

	
	dp4a.s32.s32 %r1896, %r2921, %r1898, %r1892;

	mul.ftz.f32 %f601, %f525, %f598;
cvt.rn.f32.s32 %f602, %r1896;
fma.rn.ftz.f32 %f929, %f601, %f602, %f929;
ld.shared.u32 %r1934, [%r2940+8192];
ld.shared.u32 %r1938, [%r2940+8208];
ld.shared.u32 %r1942, [%r2940+8196];
ld.shared.u32 %r1946, [%r2940+8212];
ld.shared.u32 %r1950, [%r2940+8200];
ld.shared.u32 %r1954, [%r2940+8216];
ld.shared.u32 %r1958, [%r2940+8204];
ld.shared.u32 %r1962, [%r2940+8220];

	dp4a.s32.s32 %r1900, %r877, %r1934, %r2895;

	
	dp4a.s32.s32 %r1904, %r2865, %r1938, %r1900;

	
	dp4a.s32.s32 %r1908, %r2869, %r1942, %r1904;

	
	dp4a.s32.s32 %r1912, %r2873, %r1946, %r1908;

	
	dp4a.s32.s32 %r1916, %r2877, %r1950, %r1912;

	
	dp4a.s32.s32 %r1920, %r2881, %r1954, %r1916;

	
	dp4a.s32.s32 %r1924, %r2885, %r1958, %r1920;

	
	dp4a.s32.s32 %r1928, %r2889, %r1962, %r1924;

	ld.shared.f32 %f603, [%r2932+1024];
mul.ftz.f32 %f604, %f522, %f603;
cvt.rn.f32.s32 %f605, %r1928;
fma.rn.ftz.f32 %f960, %f604, %f605, %f960;

	dp4a.s32.s32 %r1932, %r2893, %r1934, %r2895;

	
	dp4a.s32.s32 %r1936, %r2897, %r1938, %r1932;

	
	dp4a.s32.s32 %r1940, %r2901, %r1942, %r1936;

	
	dp4a.s32.s32 %r1944, %r2905, %r1946, %r1940;

	
	dp4a.s32.s32 %r1948, %r2909, %r1950, %r1944;

	
	dp4a.s32.s32 %r1952, %r2913, %r1954, %r1948;

	
	dp4a.s32.s32 %r1956, %r2917, %r1958, %r1952;

	
	dp4a.s32.s32 %r1960, %r2921, %r1962, %r1956;

	mul.ftz.f32 %f606, %f525, %f603;
cvt.rn.f32.s32 %f607, %r1960;
fma.rn.ftz.f32 %f928, %f606, %f607, %f928;
ld.shared.u32 %r1998, [%r2940+8704];
ld.shared.u32 %r2002, [%r2940+8720];
ld.shared.u32 %r2006, [%r2940+8708];
ld.shared.u32 %r2010, [%r2940+8724];
ld.shared.u32 %r2014, [%r2940+8712];
ld.shared.u32 %r2018, [%r2940+8728];
ld.shared.u32 %r2022, [%r2940+8716];
ld.shared.u32 %r2026, [%r2940+8732];

	dp4a.s32.s32 %r1964, %r877, %r1998, %r2895;

	
	dp4a.s32.s32 %r1968, %r2865, %r2002, %r1964;

	
	dp4a.s32.s32 %r1972, %r2869, %r2006, %r1968;

	
	dp4a.s32.s32 %r1976, %r2873, %r2010, %r1972;

	
	dp4a.s32.s32 %r1980, %r2877, %r2014, %r1976;

	
	dp4a.s32.s32 %r1984, %r2881, %r2018, %r1980;

	
	dp4a.s32.s32 %r1988, %r2885, %r2022, %r1984;

	
	dp4a.s32.s32 %r1992, %r2889, %r2026, %r1988;

	ld.shared.f32 %f608, [%r2932+1088];
mul.ftz.f32 %f609, %f522, %f608;
cvt.rn.f32.s32 %f610, %r1992;
fma.rn.ftz.f32 %f959, %f609, %f610, %f959;

	dp4a.s32.s32 %r1996, %r2893, %r1998, %r2895;

	
	dp4a.s32.s32 %r2000, %r2897, %r2002, %r1996;

	
	dp4a.s32.s32 %r2004, %r2901, %r2006, %r2000;

	
	dp4a.s32.s32 %r2008, %r2905, %r2010, %r2004;

	
	dp4a.s32.s32 %r2012, %r2909, %r2014, %r2008;

	
	dp4a.s32.s32 %r2016, %r2913, %r2018, %r2012;

	
	dp4a.s32.s32 %r2020, %r2917, %r2022, %r2016;

	
	dp4a.s32.s32 %r2024, %r2921, %r2026, %r2020;

	mul.ftz.f32 %f611, %f525, %f608;
cvt.rn.f32.s32 %f612, %r2024;
fma.rn.ftz.f32 %f927, %f611, %f612, %f927;
ld.shared.u32 %r2062, [%r2940+9216];
ld.shared.u32 %r2066, [%r2940+9232];
ld.shared.u32 %r2070, [%r2940+9220];
ld.shared.u32 %r2074, [%r2940+9236];
ld.shared.u32 %r2078, [%r2940+9224];
ld.shared.u32 %r2082, [%r2940+9240];
ld.shared.u32 %r2086, [%r2940+9228];
ld.shared.u32 %r2090, [%r2940+9244];

	dp4a.s32.s32 %r2028, %r877, %r2062, %r2895;

	
	dp4a.s32.s32 %r2032, %r2865, %r2066, %r2028;

	
	dp4a.s32.s32 %r2036, %r2869, %r2070, %r2032;

	
	dp4a.s32.s32 %r2040, %r2873, %r2074, %r2036;

	
	dp4a.s32.s32 %r2044, %r2877, %r2078, %r2040;

	
	dp4a.s32.s32 %r2048, %r2881, %r2082, %r2044;

	
	dp4a.s32.s32 %r2052, %r2885, %r2086, %r2048;

	
	dp4a.s32.s32 %r2056, %r2889, %r2090, %r2052;

	ld.shared.f32 %f613, [%r2932+1152];
mul.ftz.f32 %f614, %f522, %f613;
cvt.rn.f32.s32 %f615, %r2056;
fma.rn.ftz.f32 %f958, %f614, %f615, %f958;

	dp4a.s32.s32 %r2060, %r2893, %r2062, %r2895;

	
	dp4a.s32.s32 %r2064, %r2897, %r2066, %r2060;

	
	dp4a.s32.s32 %r2068, %r2901, %r2070, %r2064;

	
	dp4a.s32.s32 %r2072, %r2905, %r2074, %r2068;

	
	dp4a.s32.s32 %r2076, %r2909, %r2078, %r2072;

	
	dp4a.s32.s32 %r2080, %r2913, %r2082, %r2076;

	
	dp4a.s32.s32 %r2084, %r2917, %r2086, %r2080;

	
	dp4a.s32.s32 %r2088, %r2921, %r2090, %r2084;

	mul.ftz.f32 %f616, %f525, %f613;
cvt.rn.f32.s32 %f617, %r2088;
fma.rn.ftz.f32 %f926, %f616, %f617, %f926;
ld.shared.u32 %r2126, [%r2940+9728];
ld.shared.u32 %r2130, [%r2940+9744];
ld.shared.u32 %r2134, [%r2940+9732];
ld.shared.u32 %r2138, [%r2940+9748];
ld.shared.u32 %r2142, [%r2940+9736];
ld.shared.u32 %r2146, [%r2940+9752];
ld.shared.u32 %r2150, [%r2940+9740];
ld.shared.u32 %r2154, [%r2940+9756];

	dp4a.s32.s32 %r2092, %r877, %r2126, %r2895;

	
	dp4a.s32.s32 %r2096, %r2865, %r2130, %r2092;

	
	dp4a.s32.s32 %r2100, %r2869, %r2134, %r2096;

	
	dp4a.s32.s32 %r2104, %r2873, %r2138, %r2100;

	
	dp4a.s32.s32 %r2108, %r2877, %r2142, %r2104;

	
	dp4a.s32.s32 %r2112, %r2881, %r2146, %r2108;

	
	dp4a.s32.s32 %r2116, %r2885, %r2150, %r2112;

	
	dp4a.s32.s32 %r2120, %r2889, %r2154, %r2116;

	ld.shared.f32 %f618, [%r2932+1216];
mul.ftz.f32 %f619, %f522, %f618;
cvt.rn.f32.s32 %f620, %r2120;
fma.rn.ftz.f32 %f957, %f619, %f620, %f957;

	dp4a.s32.s32 %r2124, %r2893, %r2126, %r2895;

	
	dp4a.s32.s32 %r2128, %r2897, %r2130, %r2124;

	
	dp4a.s32.s32 %r2132, %r2901, %r2134, %r2128;

	
	dp4a.s32.s32 %r2136, %r2905, %r2138, %r2132;

	
	dp4a.s32.s32 %r2140, %r2909, %r2142, %r2136;

	
	dp4a.s32.s32 %r2144, %r2913, %r2146, %r2140;

	
	dp4a.s32.s32 %r2148, %r2917, %r2150, %r2144;

	
	dp4a.s32.s32 %r2152, %r2921, %r2154, %r2148;

	mul.ftz.f32 %f621, %f525, %f618;
cvt.rn.f32.s32 %f622, %r2152;
fma.rn.ftz.f32 %f925, %f621, %f622, %f925;
ld.shared.u32 %r2190, [%r2940+10240];
ld.shared.u32 %r2194, [%r2940+10256];
ld.shared.u32 %r2198, [%r2940+10244];
ld.shared.u32 %r2202, [%r2940+10260];
ld.shared.u32 %r2206, [%r2940+10248];
ld.shared.u32 %r2210, [%r2940+10264];
ld.shared.u32 %r2214, [%r2940+10252];
ld.shared.u32 %r2218, [%r2940+10268];

	dp4a.s32.s32 %r2156, %r877, %r2190, %r2895;

	
	dp4a.s32.s32 %r2160, %r2865, %r2194, %r2156;

	
	dp4a.s32.s32 %r2164, %r2869, %r2198, %r2160;

	
	dp4a.s32.s32 %r2168, %r2873, %r2202, %r2164;

	
	dp4a.s32.s32 %r2172, %r2877, %r2206, %r2168;

	
	dp4a.s32.s32 %r2176, %r2881, %r2210, %r2172;

	
	dp4a.s32.s32 %r2180, %r2885, %r2214, %r2176;

	
	dp4a.s32.s32 %r2184, %r2889, %r2218, %r2180;

	ld.shared.f32 %f623, [%r2932+1280];
mul.ftz.f32 %f624, %f522, %f623;
cvt.rn.f32.s32 %f625, %r2184;
fma.rn.ftz.f32 %f956, %f624, %f625, %f956;

	dp4a.s32.s32 %r2188, %r2893, %r2190, %r2895;

	
	dp4a.s32.s32 %r2192, %r2897, %r2194, %r2188;

	
	dp4a.s32.s32 %r2196, %r2901, %r2198, %r2192;

	
	dp4a.s32.s32 %r2200, %r2905, %r2202, %r2196;

	
	dp4a.s32.s32 %r2204, %r2909, %r2206, %r2200;

	
	dp4a.s32.s32 %r2208, %r2913, %r2210, %r2204;

	
	dp4a.s32.s32 %r2212, %r2917, %r2214, %r2208;

	
	dp4a.s32.s32 %r2216, %r2921, %r2218, %r2212;

	mul.ftz.f32 %f626, %f525, %f623;
cvt.rn.f32.s32 %f627, %r2216;
fma.rn.ftz.f32 %f924, %f626, %f627, %f924;
ld.shared.u32 %r2254, [%r2940+10752];
ld.shared.u32 %r2258, [%r2940+10768];
ld.shared.u32 %r2262, [%r2940+10756];
ld.shared.u32 %r2266, [%r2940+10772];
ld.shared.u32 %r2270, [%r2940+10760];
ld.shared.u32 %r2274, [%r2940+10776];
ld.shared.u32 %r2278, [%r2940+10764];
ld.shared.u32 %r2282, [%r2940+10780];

	dp4a.s32.s32 %r2220, %r877, %r2254, %r2895;

	
	dp4a.s32.s32 %r2224, %r2865, %r2258, %r2220;

	
	dp4a.s32.s32 %r2228, %r2869, %r2262, %r2224;

	
	dp4a.s32.s32 %r2232, %r2873, %r2266, %r2228;

	
	dp4a.s32.s32 %r2236, %r2877, %r2270, %r2232;

	
	dp4a.s32.s32 %r2240, %r2881, %r2274, %r2236;

	
	dp4a.s32.s32 %r2244, %r2885, %r2278, %r2240;

	
	dp4a.s32.s32 %r2248, %r2889, %r2282, %r2244;

	ld.shared.f32 %f628, [%r2932+1344];
mul.ftz.f32 %f629, %f522, %f628;
cvt.rn.f32.s32 %f630, %r2248;
fma.rn.ftz.f32 %f955, %f629, %f630, %f955;

	dp4a.s32.s32 %r2252, %r2893, %r2254, %r2895;

	
	dp4a.s32.s32 %r2256, %r2897, %r2258, %r2252;

	
	dp4a.s32.s32 %r2260, %r2901, %r2262, %r2256;

	
	dp4a.s32.s32 %r2264, %r2905, %r2266, %r2260;

	
	dp4a.s32.s32 %r2268, %r2909, %r2270, %r2264;

	
	dp4a.s32.s32 %r2272, %r2913, %r2274, %r2268;

	
	dp4a.s32.s32 %r2276, %r2917, %r2278, %r2272;

	
	dp4a.s32.s32 %r2280, %r2921, %r2282, %r2276;

	mul.ftz.f32 %f631, %f525, %f628;
cvt.rn.f32.s32 %f632, %r2280;
fma.rn.ftz.f32 %f923, %f631, %f632, %f923;
ld.shared.u32 %r2318, [%r2940+11264];
ld.shared.u32 %r2322, [%r2940+11280];
ld.shared.u32 %r2326, [%r2940+11268];
ld.shared.u32 %r2330, [%r2940+11284];
ld.shared.u32 %r2334, [%r2940+11272];
ld.shared.u32 %r2338, [%r2940+11288];
ld.shared.u32 %r2342, [%r2940+11276];
ld.shared.u32 %r2346, [%r2940+11292];

	dp4a.s32.s32 %r2284, %r877, %r2318, %r2895;

	
	dp4a.s32.s32 %r2288, %r2865, %r2322, %r2284;

	
	dp4a.s32.s32 %r2292, %r2869, %r2326, %r2288;

	
	dp4a.s32.s32 %r2296, %r2873, %r2330, %r2292;

	
	dp4a.s32.s32 %r2300, %r2877, %r2334, %r2296;

	
	dp4a.s32.s32 %r2304, %r2881, %r2338, %r2300;

	
	dp4a.s32.s32 %r2308, %r2885, %r2342, %r2304;

	
	dp4a.s32.s32 %r2312, %r2889, %r2346, %r2308;

	ld.shared.f32 %f633, [%r2932+1408];
mul.ftz.f32 %f634, %f522, %f633;
cvt.rn.f32.s32 %f635, %r2312;
fma.rn.ftz.f32 %f954, %f634, %f635, %f954;

	dp4a.s32.s32 %r2316, %r2893, %r2318, %r2895;

	
	dp4a.s32.s32 %r2320, %r2897, %r2322, %r2316;

	
	dp4a.s32.s32 %r2324, %r2901, %r2326, %r2320;

	
	dp4a.s32.s32 %r2328, %r2905, %r2330, %r2324;

	
	dp4a.s32.s32 %r2332, %r2909, %r2334, %r2328;

	
	dp4a.s32.s32 %r2336, %r2913, %r2338, %r2332;

	
	dp4a.s32.s32 %r2340, %r2917, %r2342, %r2336;

	
	dp4a.s32.s32 %r2344, %r2921, %r2346, %r2340;

	mul.ftz.f32 %f636, %f525, %f633;
cvt.rn.f32.s32 %f637, %r2344;
fma.rn.ftz.f32 %f922, %f636, %f637, %f922;
ld.shared.u32 %r2382, [%r2940+11776];
ld.shared.u32 %r2386, [%r2940+11792];
ld.shared.u32 %r2390, [%r2940+11780];
ld.shared.u32 %r2394, [%r2940+11796];
ld.shared.u32 %r2398, [%r2940+11784];
ld.shared.u32 %r2402, [%r2940+11800];
ld.shared.u32 %r2406, [%r2940+11788];
ld.shared.u32 %r2410, [%r2940+11804];

	dp4a.s32.s32 %r2348, %r877, %r2382, %r2895;

	
	dp4a.s32.s32 %r2352, %r2865, %r2386, %r2348;

	
	dp4a.s32.s32 %r2356, %r2869, %r2390, %r2352;

	
	dp4a.s32.s32 %r2360, %r2873, %r2394, %r2356;

	
	dp4a.s32.s32 %r2364, %r2877, %r2398, %r2360;

	
	dp4a.s32.s32 %r2368, %r2881, %r2402, %r2364;

	
	dp4a.s32.s32 %r2372, %r2885, %r2406, %r2368;

	
	dp4a.s32.s32 %r2376, %r2889, %r2410, %r2372;

	ld.shared.f32 %f638, [%r2932+1472];
mul.ftz.f32 %f639, %f522, %f638;
cvt.rn.f32.s32 %f640, %r2376;
fma.rn.ftz.f32 %f953, %f639, %f640, %f953;

	dp4a.s32.s32 %r2380, %r2893, %r2382, %r2895;

	
	dp4a.s32.s32 %r2384, %r2897, %r2386, %r2380;

	
	dp4a.s32.s32 %r2388, %r2901, %r2390, %r2384;

	
	dp4a.s32.s32 %r2392, %r2905, %r2394, %r2388;

	
	dp4a.s32.s32 %r2396, %r2909, %r2398, %r2392;

	
	dp4a.s32.s32 %r2400, %r2913, %r2402, %r2396;

	
	dp4a.s32.s32 %r2404, %r2917, %r2406, %r2400;

	
	dp4a.s32.s32 %r2408, %r2921, %r2410, %r2404;

	mul.ftz.f32 %f641, %f525, %f638;
cvt.rn.f32.s32 %f642, %r2408;
fma.rn.ftz.f32 %f921, %f641, %f642, %f921;
ld.shared.u32 %r2446, [%r2940+12288];
ld.shared.u32 %r2450, [%r2940+12304];
ld.shared.u32 %r2454, [%r2940+12292];
ld.shared.u32 %r2458, [%r2940+12308];
ld.shared.u32 %r2462, [%r2940+12296];
ld.shared.u32 %r2466, [%r2940+12312];
ld.shared.u32 %r2470, [%r2940+12300];
ld.shared.u32 %r2474, [%r2940+12316];

	dp4a.s32.s32 %r2412, %r877, %r2446, %r2895;

	
	dp4a.s32.s32 %r2416, %r2865, %r2450, %r2412;

	
	dp4a.s32.s32 %r2420, %r2869, %r2454, %r2416;

	
	dp4a.s32.s32 %r2424, %r2873, %r2458, %r2420;

	
	dp4a.s32.s32 %r2428, %r2877, %r2462, %r2424;

	
	dp4a.s32.s32 %r2432, %r2881, %r2466, %r2428;

	
	dp4a.s32.s32 %r2436, %r2885, %r2470, %r2432;

	
	dp4a.s32.s32 %r2440, %r2889, %r2474, %r2436;

	ld.shared.f32 %f643, [%r2932+1536];
mul.ftz.f32 %f644, %f522, %f643;
cvt.rn.f32.s32 %f645, %r2440;
fma.rn.ftz.f32 %f952, %f644, %f645, %f952;

	dp4a.s32.s32 %r2444, %r2893, %r2446, %r2895;

	
	dp4a.s32.s32 %r2448, %r2897, %r2450, %r2444;

	
	dp4a.s32.s32 %r2452, %r2901, %r2454, %r2448;

	
	dp4a.s32.s32 %r2456, %r2905, %r2458, %r2452;

	
	dp4a.s32.s32 %r2460, %r2909, %r2462, %r2456;

	
	dp4a.s32.s32 %r2464, %r2913, %r2466, %r2460;

	
	dp4a.s32.s32 %r2468, %r2917, %r2470, %r2464;

	
	dp4a.s32.s32 %r2472, %r2921, %r2474, %r2468;

	mul.ftz.f32 %f646, %f525, %f643;
cvt.rn.f32.s32 %f647, %r2472;
fma.rn.ftz.f32 %f920, %f646, %f647, %f920;
ld.shared.u32 %r2510, [%r2940+12800];
ld.shared.u32 %r2514, [%r2940+12816];
ld.shared.u32 %r2518, [%r2940+12804];
ld.shared.u32 %r2522, [%r2940+12820];
ld.shared.u32 %r2526, [%r2940+12808];
ld.shared.u32 %r2530, [%r2940+12824];
ld.shared.u32 %r2534, [%r2940+12812];
ld.shared.u32 %r2538, [%r2940+12828];

	dp4a.s32.s32 %r2476, %r877, %r2510, %r2895;

	
	dp4a.s32.s32 %r2480, %r2865, %r2514, %r2476;

	
	dp4a.s32.s32 %r2484, %r2869, %r2518, %r2480;

	
	dp4a.s32.s32 %r2488, %r2873, %r2522, %r2484;

	
	dp4a.s32.s32 %r2492, %r2877, %r2526, %r2488;

	
	dp4a.s32.s32 %r2496, %r2881, %r2530, %r2492;

	
	dp4a.s32.s32 %r2500, %r2885, %r2534, %r2496;

	
	dp4a.s32.s32 %r2504, %r2889, %r2538, %r2500;

	ld.shared.f32 %f648, [%r2932+1600];
mul.ftz.f32 %f649, %f522, %f648;
cvt.rn.f32.s32 %f650, %r2504;
fma.rn.ftz.f32 %f951, %f649, %f650, %f951;

	dp4a.s32.s32 %r2508, %r2893, %r2510, %r2895;

	
	dp4a.s32.s32 %r2512, %r2897, %r2514, %r2508;

	
	dp4a.s32.s32 %r2516, %r2901, %r2518, %r2512;

	
	dp4a.s32.s32 %r2520, %r2905, %r2522, %r2516;

	
	dp4a.s32.s32 %r2524, %r2909, %r2526, %r2520;

	
	dp4a.s32.s32 %r2528, %r2913, %r2530, %r2524;

	
	dp4a.s32.s32 %r2532, %r2917, %r2534, %r2528;

	
	dp4a.s32.s32 %r2536, %r2921, %r2538, %r2532;

	mul.ftz.f32 %f651, %f525, %f648;
cvt.rn.f32.s32 %f652, %r2536;
fma.rn.ftz.f32 %f919, %f651, %f652, %f919;
ld.shared.u32 %r2574, [%r2940+13312];
ld.shared.u32 %r2578, [%r2940+13328];
ld.shared.u32 %r2582, [%r2940+13316];
ld.shared.u32 %r2586, [%r2940+13332];
ld.shared.u32 %r2590, [%r2940+13320];
ld.shared.u32 %r2594, [%r2940+13336];
ld.shared.u32 %r2598, [%r2940+13324];
ld.shared.u32 %r2602, [%r2940+13340];

	dp4a.s32.s32 %r2540, %r877, %r2574, %r2895;

	
	dp4a.s32.s32 %r2544, %r2865, %r2578, %r2540;

	
	dp4a.s32.s32 %r2548, %r2869, %r2582, %r2544;

	
	dp4a.s32.s32 %r2552, %r2873, %r2586, %r2548;

	
	dp4a.s32.s32 %r2556, %r2877, %r2590, %r2552;

	
	dp4a.s32.s32 %r2560, %r2881, %r2594, %r2556;

	
	dp4a.s32.s32 %r2564, %r2885, %r2598, %r2560;

	
	dp4a.s32.s32 %r2568, %r2889, %r2602, %r2564;

	ld.shared.f32 %f653, [%r2932+1664];
mul.ftz.f32 %f654, %f522, %f653;
cvt.rn.f32.s32 %f655, %r2568;
fma.rn.ftz.f32 %f950, %f654, %f655, %f950;

	dp4a.s32.s32 %r2572, %r2893, %r2574, %r2895;

	
	dp4a.s32.s32 %r2576, %r2897, %r2578, %r2572;

	
	dp4a.s32.s32 %r2580, %r2901, %r2582, %r2576;

	
	dp4a.s32.s32 %r2584, %r2905, %r2586, %r2580;

	
	dp4a.s32.s32 %r2588, %r2909, %r2590, %r2584;

	
	dp4a.s32.s32 %r2592, %r2913, %r2594, %r2588;

	
	dp4a.s32.s32 %r2596, %r2917, %r2598, %r2592;

	
	dp4a.s32.s32 %r2600, %r2921, %r2602, %r2596;

	mul.ftz.f32 %f656, %f525, %f653;
cvt.rn.f32.s32 %f657, %r2600;
fma.rn.ftz.f32 %f918, %f656, %f657, %f918;
ld.shared.u32 %r2638, [%r2940+13824];
ld.shared.u32 %r2642, [%r2940+13840];
ld.shared.u32 %r2646, [%r2940+13828];
